category,term,definition,context
Section7,literate,"読み書きのできる","Ensuring that every child becomes literate is a national priority."
Section7,literacy,"読み書きの能力","The government launched a campaign to improve adult literacy."
Section7,certificate,"証明書、資格証","She earned a teaching certificate after completing the program."
Section7,qualify,"資格を得る","She qualified as a nurse after three years of training."
Section7,compulsory,"義務的な、強制の","Education is compulsory for children between six and fifteen."
Section7,kindergarten,"幼稚園","Children in Japan typically start kindergarten at age three."
Section7,pupil,"①児童、生徒 ②瞳","The pupils listened attentively to the teacher's instructions."
Section7,arithmetic,"算数","Basic arithmetic skills are essential for everyday life."
Section7,geometry,"幾何学","She solved the geometry problem using a simple diagram."
Section7,algebra,"代数","Algebra can be challenging but it builds strong logical thinking."
Section7,philosophy,"哲学","He studied philosophy at university and later became a writer."
Section7,sociology,"社会学","Sociology helps us understand how societies function and change."
Section7,psychology,"心理学","She is studying psychology to become a clinical therapist."
Section7,experiment,"名: 実験 動: 実験する","The students conducted an experiment to test the reaction rate."
Section7,laboratory,"実験室、研究室","The samples were analyzed in a state-of-the-art laboratory."
Section7,data,"データ、資料","The data collected from the survey will be published next month."
Section7,statistics,"統計（学）","Statistics show that regular exercise extends life expectancy."
Section7,survey,"名: 調査 動: …を調査する","A recent survey found that most employees prefer remote work."
Section7,objective,"名: 目的 形: 客観的な","The objective of the study is to measure student engagement."
Section7,subjective,"主観的な","Taste in music is highly subjective and varies from person to person."
Section7,principal,"形: 主要な 名: 校長","The principal addressed the students at the opening ceremony."
Section7,tutor,"名: 家庭教師 動: …を個別指導する","She hired a tutor to help her son with mathematics."
Section7,intellectual,"形: 知的な 名: 知識人","The conference attracted intellectuals from around the world."
Section7,grant,"動: …を与える、認める 名: 助成金","The university granted her a research fund for the project."
Section7,evaluate,"…を評価する","Teachers evaluate student performance through tests and essays."
Section7,peer,"同僚、仲間","Peer review is an essential part of the academic publishing process."
Section7,curriculum vitae,"履歴書（学術用CV）","Please attach your curriculum vitae when applying for the position."
Section7,biography,"伝記","She wrote a biography of the famous civil rights leader."
Section7,reference,"①参考文献 ②言及 ③推薦状","The essay includes a list of references at the end."
Section7,institute,"研究所、機関","The institute conducts research on artificial intelligence."
Section7,contradict,"…と矛盾する","The results of the second experiment contradicted the first."
Section7,method,"方法","The teacher introduced a new method for solving math problems."
Section7,demonstrate,"①…を実証する ②デモを行う","The professor demonstrated the principle using a simple experiment."
Section7,competent,"有能な","She proved to be a competent researcher during the project."
Section8,atmosphere,"①大気 ②雰囲気","Carbon dioxide levels in the atmosphere have risen steadily."
Section8,climate,"気候","The region has a mild climate with warm summers and cool winters."
Section8,ecosystem,"生態系","Coral reefs are among the most diverse ecosystems on the planet."
Section8,species,"（生物の）種","Several species of birds migrate through this area every spring."
Section8,extinction,"絶滅","Human activity has accelerated the rate of species extinction."
Section8,habitat,"生息地","Deforestation destroys the natural habitat of countless animals."
Section8,drought,"干ばつ","The prolonged drought caused severe water shortages across the region."
Section8,flood,"名: 洪水 動: 氾濫する","Flash floods damaged roads and bridges throughout the valley."
Section8,pollution,"汚染、公害","Reducing air pollution is one of the city's top priorities."
Section8,emission,"排出（物）","The factory was fined for exceeding its permitted emission levels."
Section8,fossil fuel,"化石燃料","Burning fossil fuels releases large amounts of carbon dioxide."
Section8,renewable,"再生可能な","Investment in renewable energy has doubled in the past decade."
Section8,solar,"太陽の、ソーラーの","Solar panels now cover the rooftops of many public buildings."
Section8,resource,"資源","We must manage natural resources responsibly for future generations."
Section8,conserve,"…を保護する、節約する","Turning off lights when leaving a room helps conserve energy."
Section8,conservation,"保護、保全","The conservation of endangered species requires international cooperation."
